,title,url,experience,salary,location,skills,search_type
3764,Project Manager,https://www.naukri.com/job-listings-project-manager-tata-projects-chennai-tamil-nadu-bangalore-bengaluru-karnataka-10-to-15-years-240623002835,9-12 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Azure', 'GCP', 'Project management', 'Cloud', 'AWS', 'Security monitoring', 'Management', 'Cloud Architecture']",Project management
3765,Apple Orchard General Manager - FMCG - North,https://www.naukri.com/job-listings-apple-orchard-general-manager-fmcg-north-perfect-placer-ahmedabad-gujarat-bangalore-bengaluru-karnataka-delhi-ncr-8-to-13-years-230623905694,10-12 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Mechanical Engineering', 'Project execution', 'Line', 'Mechanical', 'Execution', 'Engineering', 'Mpp', 'Automation']",Project management
3766,Project Manager - Test Fixtures,https://www.naukri.com/job-listings-project-manager-test-fixtures-applied-materials-india-private-limited-bangalore-bengaluru-4-to-7-years-230623905199,5-10 Yrs,Not disclosed,"['Bangalore/ Bengaluru', 'Karnataka']","['Program Management', 'Project Management', 'Vendor Management', 'Stakeholder Management', 'Release Management', 'Cloud', 'Management', 'Release']",Project management
3767,D3JS Resource,https://www.naukri.com/job-listings-d3js-resource-machinepulse-thane-3-to-8-years-180822501036,3-8 Yrs,Not disclosed,['Thane'],"['json', 'data management', 'computer', 'object', 'management', 'data', 'data analysis', 'programming']",D3js
3768,Onsite Germany JAVA Full Stack Developer_  German MNC@ Aanantapur,https://www.naukri.com/job-listings-onsite-germany-java-full-stack-developer-german-mnc-aanantapur-kamms-management-consultants-anantapur-4-to-9-years-260423007269,4-9 Yrs,18-25 Lacs PA,['Anantapur'],"['Java', 'javascript', 'Full Stack Java Developer', 'HTML', 'Development', 'Jenkins', 'Frontend Development', 'Web technologies']",D3js
3769,Currently Opening For Documentum  Support ( LSQM),https://www.naukri.com/job-listings-currently-opening-for-documentum-support-lsqm-datamatics-bangalore-bengaluru-4-to-8-years-230623009579,4-8 Yrs,5-14 Lacs PA,['Remote'],"['LSQM', 'Life sciences', '8D', 'Science', 'Workflow', 'Documentum', 'OpenText', 'D2LS']",D3js
3770,Quality Controller,,6-10 Yrs,Not disclosed,"['Hybrid - Hyderabad/Secunderabad', 'Bangalore/Bengaluru']","['css', 'javascript', 'd3', 'Typescript', 'web development', 'Callback', 'Cs', 'Development']",D3js
3771,Learning & Dev Specialist,,6-11 Yrs,Not disclosed,"['Hybrid - Hyderabad/Secunderabad', 'Bangalore/Bengaluru']","['react.js', 'Team Handling', 'Redux', 'Client Handling', 'Vegas', 'Development', 'Handling', 'Team']",D3js
3772,Documentum Developer,,3-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Senior Developer', 'UI', 'React.js', 'Data structures', '8D', 'Web technologies', 'CSS', 'Software engineering']",D3js
3773,Quality Manager,,5-10 Yrs,15-25 Lacs PA,['Anantapur'],"['Java', 'javascript', 'Full Stack Java Developer', 'UI', 'Frontend Development', '8D', 'Web technologies', 'CSS']",D3js
3774,Documentum Developer,,3-6 Yrs,1-5.5 Lacs PA,['Bangalore/Bengaluru(Narasapura)'],"['ipqc', 'EMS', 'manufacturing', 'SMT', 'quality department', 'Electronics', 'Line', 'Quality assurance']",D3js
3775,"React Js Lead - Typescript , D3.js Hyderabad / Bangalore - 0-30days np",https://www.naukri.com/job-listings-react-js-lead-typescript-d3-js-hyderabad-bangalore-0-30days-np-hr-central-hyderabad-secunderabad-bangalore-bengaluru-6-to-10-years-230623007028,4-9 Yrs,Not disclosed,"['Kolkata', 'Mumbai', 'Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Ahmedabad', 'Delhi / NCR', 'Bangalore/Bengaluru']","['RESTful API', 'TypeScript', 'ECMAScript', 'React.js', 'UI', 'API', 'Webpack', '8D']",D3js
3776,Immediate Joiner:- Lead ReactJS,https://www.naukri.com/job-listings-immediate-joiner-lead-reactjs-hr-central-hyderabad-secunderabad-bangalore-bengaluru-6-to-11-years-220623005993,3-8 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Java', 'MS SQL Serve', 'Big Data', 'Development', 'Spark', 'Data', 'SQL', 'Hive']",D3js
3777,Tracxn-Senior Software Engineer-Full Stack-Node.js/Java(3+ Yrs),https://www.naukri.com/job-listings-tracxn-senior-software-engineer-full-stack-node-js-java-3-yrs-tracxn-bangalore-bengaluru-3-to-8-years-220623005354,4-6 Yrs,3-3.25 Lacs PA,"['Noida', 'Uttar Pradesh(Sector-74 Noida +3)', 'Ghaziabad', 'Uttar Pradesh', 'Delhi / NCR']","['Line stop Process & LIM Calibration.', 'CT', 'CTQ', 'Flooring', '8D', 'Quality Report', 'Process', 'RCA']",D3js
3778,Full Stack Java Developer_  German MNC@ Hyd/ Anantpur (Onsite),https://www.naukri.com/job-listings-full-stack-java-developer-german-mnc-hyd-anantpur-onsite-kamms-management-consultants-anantapur-5-to-10-years-220223013831,2-4 Yrs,3-6 Lacs PA,"['Kolar', 'Karnataka']","['quality engineering', '7qc', 'SMT', 'IPC 610 latest standards', '8d', 'Engineering', 'IPC', 'Fmea']",D3js
3779,Senior Engineer - Quality department,https://www.naukri.com/job-listings-senior-engineer-quality-department-manpowergroup-services-india-bangalore-bengaluru-3-to-6-years-170423002087,3-4 Yrs,Not disclosed,['Sanand'],"['Hydraulics', 'Manufacturing', 'Quality Assurance', '8D', 'Hydraulic cylinder', 'Analysis', 'Tools', 'German']",D3js
3780,React.js Developer - HTML5/CSS3,https://www.naukri.com/job-listings-react-js-developer-html5-css3-career-infosystem-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-4-to-9-years-230223909878,7-10 Yrs,Not disclosed,['Jaipur'],"['Quality Control', 'Management', 'Control', 'Quality management', 'PPAP', 'QMS System', 'Management systems', 'System']",D3js
3781,Big Data Developer - Java /R/ Python,https://www.naukri.com/job-listings-big-data-developer-java-r-python-career-infosystem-hyderabad-secunderabad-3-to-8-years-230223909387,6-11 Yrs,6.5-12 Lacs PA,"['Bhopal', 'Madhya Pradesh']","['customer complaints', 'QMS', 'Certified Internal Auditor', 'Quality Assurance', 'Quality tools', 'Software testing', 'Plant', 'Complaints']",D3js
3782,Quality Floor In Charge,https://www.naukri.com/job-listings-quality-floor-in-charge-mcm-noida-uttar-pradesh-ghaziabad-uttar-pradesh-delhi-ncr-4-to-6-years-220623003955,4-9 Yrs,Not disclosed,"['Chengalpattu', 'Tamil Nadu', 'Tambaram', 'Tamil Nadu', 'Chennai']","['Warranty Analysis', 'SMT', 'Reporting', 'PPAP', 'Inprocess quality', '8D', 'Warranty', 'Quality']",D3js
3783,Quality Engineer,https://www.naukri.com/job-listings-quality-engineer-manpowergroup-services-india-kolar-karnataka-2-to-4-years-210623003446,2-3 Yrs,Not disclosed,['Noida'],"['PQC', '8D', 'Process audit', 'Patrol', 'Auditing', 'Rejection analysis', 'Inspection', 'RCA']",D3js
3784,QA /Quality Engineer Hydraulics Cylinder 8D Manufacturing German MNC,https://www.naukri.com/job-listings-qa-quality-engineer-hydraulics-cylinder-8d-manufacturing-german-mnc-valuable-consulting-and-technologies-sanand-3-to-4-years-210623000036,5-7 Yrs,Not disclosed,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Bangalore/Bengaluru']","['Analysis', 'Analytics', 'Development', 'Troubleshooting', 'Customer service orientation', 'Customer service', 'Application development', 'Service Orientation']",D3js
3785,Quality Head,https://www.naukri.com/job-listings-quality-head-smart4talent-jaipur-7-to-10-years-200623907798,4-7 Yrs,Not disclosed,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Bangalore/Bengaluru']","['Architecture', 'DFS', 'Documentum', '8D']",D3js
3786,Assistant Manager - Quality Assurance,https://www.naukri.com/job-listings-assistant-manager-quality-assurance-lapp-india-bhopal-madhya-pradesh-6-to-11-years-200623008283,7-12 Yrs,20-30 Lacs PA,['Bangalore/Bengaluru'],"['Kibana', 'Power BI', 'Tableau', 'Data Analytics', 'SQL', '8D', 'Kinesis', 'Kafka']",D3js
3787,QA Automation Testing Lead,https://www.naukri.com/job-listings-qa-automation-testing-lead-marsh-mclennan-mumbai-pune-8-to-13-years-190423007964,8-13 Yrs,Not disclosed,"['Hybrid - Mumbai', 'Pune']","['Api Automation', 'Automation Testing', 'Newman', 'Postman', 'Quality assurance', 'Javascript', 'Manual And Automation Testing', 'Manual testing']",Technical Experience: - Automation Testing (REST API
3788,Rest API Testing professional,https://www.naukri.com/job-listings-rest-api-testing-professional-harman-bangalore-rural-karnataka-3-to-6-years-200623909880,3-6 Yrs,Not disclosed,"['Bangalore Rural', 'Karnataka']","['API testing', 'API', 'Software testing', 'SOAP UI', 'Rest API Testing', 'Rest', 'Ruby', 'Python']",Technical Experience: - Automation Testing (REST API
3789,Rest API testing,https://www.naukri.com/job-listings-rest-api-testing-harman-connected-services-corporation-india-pvt-bangalore-bengaluru-3-to-7-years-200623501435,3-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['API', 'Javascript', 'HTTP', 'JSON', 'Software testing', 'Rest API Testing', 'Rest', 'Case']",Technical Experience: - Automation Testing (REST API
3790,Test Lead,,2-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Perl', 'JSON', 'Javascript', 'HTTP', 'Agile', 'API Testing', 'Automation', 'Rest API Testing']",Technical Experience: - Automation Testing (REST API
3791,Sr. QA Engineer,,2-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Microsoft', 'Rest API Testing', 'XML', 'API', 'Automation', 'Agile', 'API Testing', 'Javascript']",Technical Experience: - Automation Testing (REST API
3792,Software Dev Test Engineer,,1-6 Yrs,Not disclosed,"['Bangalore/Bengaluru', 'Bangalore North']","['Robot Framework', 'Robot', 'API', 'Framework', 'Rest', 'API Testing', 'Rest API Testing', 'Python']",Technical Experience: - Automation Testing (REST API
3793,Automation Test Lead,,1-6 Yrs,Not disclosed,"['Bangalore/Bengaluru', 'Bangalore North']","['API', 'Rest', 'API Testing', 'Rest API Testing', 'Software testing']",Technical Experience: - Automation Testing (REST API
3794,Sr. Automation Tester,,4-8 Yrs,12-18 Lacs PA,"['Mysore/ Mysuru', 'Karnataka', 'Bangalore Rural', 'Karnataka', 'Bangalore/ Bengaluru', 'Karnataka']","['Test Engineering', 'Rest Api Testing', 'SDET', 'JIRA', 'Web Application Testing', 'Development', 'Quality assurance', 'Senior']",Technical Experience: - Automation Testing (REST API
3795,Rest API Testing,https://www.naukri.com/job-listings-rest-api-testing-blue-ocean-catalyst-private-limited-bangalore-bengaluru-2-to-6-years-200623500807,5-7 Yrs,8-15 Lacs PA,['Bangalore/Bengaluru'],"['Angularjs', 'python', 'linux unix', 'Flask', 'System software', 'Object oriented programming', 'Postgresql', 'System']",Technical Experience: - Automation Testing (REST API
3796,Rest API Testing Professional,https://www.naukri.com/job-listings-rest-api-testing-professional-sa-tech-software-i-pvt-ltd-bangalore-bengaluru-2-to-7-years-200623500643,18-20 Yrs,Not disclosed,"['Noida', 'Mumbai', 'Bangalore/Bengaluru']","['QA Automation', 'Postman', 'Visual', 'Quality assurance', 'Visual Studio', 'Selenium', 'Troubleshooting', 'Test cases']",Technical Experience: - Automation Testing (REST API
3797,Python Robot Framework,https://www.naukri.com/job-listings-python-robot-framework-sa-technologies-bangalore-bengaluru-bangalore-north-1-to-6-years-190623902808,2-4 Yrs,Not disclosed,"['Noida', 'Mumbai', 'Bangalore/Bengaluru', 'Gujarat']","['Test frameworks', 'Assurance', 'Agile', 'QA automation', 'Quality', 'Rest Assured', 'SQL queries', 'Automation']",Technical Experience: - Automation Testing (REST API
3798,Rest API Testing,https://www.naukri.com/job-listings-rest-api-testing-sa-technologies-bangalore-bengaluru-bangalore-north-1-to-6-years-190623902691,3-6 Yrs,8-15 Lacs PA,"['Gurgaon/Gurugram', 'Delhi / NCR']","['Rest Api Testing', 'API Testing', 'Database Testing', 'Functional Testing', 'SOAP', 'Web application', 'SQL', 'Senior QA']",Technical Experience: - Automation Testing (REST API
3799,Senior S/W Development Test Engineer- Fin-tech Company- Bangalore,https://www.naukri.com/job-listings-senior-s-w-development-test-engineer-fin-tech-company-bangalore-yuva-global-services-mysore-mysuru-karnataka-bangalore-rural-karnataka-bangalore-bengaluru-karnataka-4-to-8-years-210623007188,5-9 Yrs,Not disclosed,"['Noida', 'Uttar Pradesh']","['Automation Selenium', 'Rest Assured', 'Rest Api Testing', 'Selenium Testing', 'API', 'Rest', 'API Testing', 'Selenium']",Technical Experience: - Automation Testing (REST API
3800,Senior full stack Python Developer - 5+ yrs of experience,https://www.naukri.com/job-listings-senior-full-stack-python-developer-5-yrs-of-experience-proeffective-it-services-bangalore-bengaluru-5-to-7-years-210423005670,6-10 Yrs,11-21 Lacs PA,['Hybrid - Pune'],"['Mobile Automation', 'Framework', 'Tools', 'QA automation', 'Android Testing', 'Quality assurance', 'Rest API Testing', 'API Automation']",Technical Experience: - Automation Testing (REST API
3801,QA Automation Professional,https://www.naukri.com/job-listings-qa-automation-professional-unity-engineering-noida-mumbai-bangalore-bengaluru-18-to-20-years-200623906505,6-10 Yrs,11-21 Lacs PA,['Hybrid - Pune'],"['Mobile Application Testing', 'Devops', 'Mobile applications', 'Linux', 'Pycharm', 'Software testing', 'Python Framework', 'API Automation']",Technical Experience: - Automation Testing (REST API
3802,Quality Assurance Engineer 1,https://www.naukri.com/job-listings-quality-assurance-engineer-1-unity-engineering-noida-mumbai-bangalore-bengaluru-gujarat-2-to-4-years-200623906130,3-6 Yrs,Not disclosed,['Bangalore/Bengaluru(Bellandur)'],"['QA', 'Black Box', 'Box', 'Manual testing', 'Test cases', 'Black Box Testing', 'Software testing', 'Set']",Technical Experience: - Automation Testing (REST API
3803,Senior Qa Engineer,https://www.naukri.com/job-listings-senior-qa-engineer-paxcom-india-gurgaon-gurugram-delhi-ncr-3-to-6-years-200423005607,4-6 Yrs,Not disclosed,['Mumbai (All Areas)'],"['automation testing', 'Selenium Webdriver', 'Manual Testing', 'Selenium', 'Quality assurance engineering', 'Web services', 'API', 'Web services testing']",Technical Experience: - Automation Testing (REST API
3804,Autmation Test Lead,https://www.naukri.com/job-listings-autmation-test-lead-ukg-noida-uttar-pradesh-5-to-9-years-150623006775,4-8 Yrs,Not disclosed,"['Hybrid - New Delhi', 'Delhi', 'Gurgaon/ Gurugram', 'Haryana']","['webdriverio', 'automation', 'rest api testing', 'javascript', 'cypress', 'API Testing', 'API', 'Rest']",Technical Experience: - Automation Testing (REST API
3805,Job Description - Sr. AQA Python Engineer - Intellias Global Limited,https://www.naukri.com/job-listings-description-sr-aqa-python-engineer-intellias-global-limited-intellias-information-services-india-pune-6-to-10-years-140623010824,4-8 Yrs,"70,000-1 Lacs PA","['Gurgaon/ Gurugram', 'Haryana(Udyog Vihar Industrial Area Phase VI)']","['React.Js', 'Gateways', 'Application Architectures', 'Functional', 'Elastic Search', 'Application', 'Cloud', 'Azure Ad B2C']",Technical Experience: - Automation Testing (REST API
3806,Job Description - Sr. AQA Python Engineer - Intellias Global Limited -,https://www.naukri.com/job-listings-description-sr-aqa-python-engineer-intellias-global-limited-intellias-information-services-india-pune-6-to-10-years-140623009323,8-12 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['SDET', 'API', 'SR', 'Uft', 'SQL', 'TDD', 'Rest API Testing', 'Software testing']",Technical Experience: - Automation Testing (REST API
3807,Microsoft SQL Server Integration Services SSIS Application Developer,https://www.naukri.com/job-listings-microsoft-sql-server-integration-services-ssis-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-4-to-6-years-230623909480,4-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Power BI', 'Microsoft SQL Server', 'SQL', 'Microsoft', 'SQL Server development', 'Serv', 'Application development', 'Troubleshooting skills']",SQL Server
3808,Microsoft SQL Server Integration Services SSIS Application Developer,https://www.naukri.com/job-listings-microsoft-sql-server-integration-services-ssis-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-4-to-6-years-220623909905,4-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['SSIS', 'Troubleshooting', 'SQL', 'Data architecture', 'Architecture', 'SQL Server development', 'Development', 'Microsoft']",SQL Server
3809,Microsoft SQL Server Integration Services SSIS Application Developer,https://www.naukri.com/job-listings-microsoft-sql-server-integration-services-ssis-application-developer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-4-to-6-years-230623909479,4-6 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Power BI', 'Microsoft SQL Server', 'SQL', 'Development', 'SQL Server', 'Troubleshooting skills', 'SQL Server integration services', 'Application development']",SQL Server
3810,Microsoft SQL Server Integration Services Developer,,4-6 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['SSIS', 'Troubleshooting', 'SQL', 'Data architecture', 'Power Bi', 'Development', 'SQL Server', 'Tabular Model']",SQL Server
3811,Microsoft SQL Server Integration Services Developer,,2-4 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['SSIS', 'Troubleshooting', 'SQL', 'Data architecture', 'Query', 'Serv', 'Microsoft', 'Aa']",SQL Server
3812,Microsoft SQL Server Integration Services Developer,,2-4 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['SQL Server integration services', 'SSIS', 'Troubleshooting', 'SQL', 'Data architecture', 'Microsoft', 'SQL Server development', 'Serv']",SQL Server
3813,Microsoft SQL Server Integration Services Developer,,2-4 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['SQL Server integration services', 'SSIS', 'Troubleshooting', 'SQL', 'Data architecture', 'Data', 'Development', 'SSAS']",SQL Server
3814,Microsoft SQL Server Integration Services Developer,,4-6 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['SQL Server integration services', 'SSIS', 'Troubleshooting', 'SQL', 'Data architecture', 'Ssa', 'Application', 'Server']",SQL Server
3815,Microsoft SQL Server Integration Services SSIS Application Developer,https://www.naukri.com/job-listings-microsoft-sql-server-integration-services-ssis-application-developer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-4-to-6-years-220623909906,4-6 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['SQL Server integration services', 'SSIS', 'Troubleshooting', 'SQL', 'Data architecture', 'Development', 'SQL Server', 'Dax Queries']",SQL Server
