,title,url,experience,salary,location,skills,search_type
3685,VB Programmer - Crystal Reports/SQL Server,https://www.naukri.com/job-listings-vb-programmer-crystal-reports-sql-server-serving-skill-bangalore-bengaluru-3-to-5-years-310123915901,3-5 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Design Patterns', 'Crystal Reports', '.Net', 'VB', 'Server', 'Crystal', 'SQL', 'Reporting']",Sql server 2005
3686,Tcs Hiring For MS SQL DBA - Kochi,https://www.naukri.com/job-listings-tcs-hiring-for-ms-sql-dba-kochi-tata-consultancy-services-tcs-kochi-cochin-kerala-7-to-12-years-290523004517,7-12 Yrs,Not disclosed,"['Kochi/ Cochin', 'Kerala']","['Mssql Dba', 'SQL Server', 'Database administration', 'Hiring', 'Serv', 'Microsoft', 'DBMS', 'Server']",Sql server 2005
3687,Lead DevOps Engineer - Docker / Kubernetes,https://www.naukri.com/job-listings-lead-devops-engineer-docker-kubernetes-serving-skill-bangalore-bengaluru-6-to-9-years-220623906196,6-9 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['DevOps', 'Continuous Integration', 'API', 'Shell scripting', 'JBoss', 'Unix', 'Kubernetes', 'Liberty']",Docker
3688,Lead DevOps Engineer - Docker / Kubernetes,https://www.naukri.com/job-listings-lead-devops-engineer-docker-kubernetes-serving-skill-bangalore-bengaluru-6-to-9-years-220623904086,6-9 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['DevOps', 'Perl', 'Azure Monitoring', 'Monitoring', 'GIT', 'Continuous Integration', 'Rest', 'API']",Docker
3689,DevOps Engineer - Azure/Kubernetes/Docker,https://www.naukri.com/job-listings-devops-engineer-azure-kubernetes-docker-career-infosystem-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-10-to-15-years-230223909433,10-15 Yrs,Not disclosed,"['Hyderabad/Secunderabad', 'Gurgaon/Gurugram', 'Bangalore/Bengaluru']","['Azure', 'Docker', 'Kubernetes', 'Continuous Integration', 'Devsecops', 'Azure Devops', 'Pipeline', 'Terraform']",Docker
3690,Sr. Devops & Cloud Engineer,,3-8 Yrs,Not disclosed,"['Gurgaon/ Gurugram', 'Haryana', 'Chennai', 'Tamil Nadu', 'Mumbai (All Areas)']","['Devops', 'Continuous Integration', 'Deploying Applications', 'Configuration management', 'Pipeline', 'Terraform', 'Linux', 'Application']",Docker
3691,Sr. Devops & Cloud Engineer,,5-10 Yrs,25-35 Lacs PA,['Mumbai(Prabhadevi)'],"['AWS/Azure', 'Nagios', 'Puppet/Chef/Ansible', 'Selenium', 'Ansible', 'Puppet', 'GIT', 'Awsazure']",Docker
3692,Sr. Devops & Cloud Engineer,,3-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Kubernetes', 'Cloud', 'Powershell', 'Devops', 'Shell scripting', 'Linux', 'Python', 'Docker']",Docker
3693,Sr. Devops & Cloud Engineer,,4-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['DevOps', 'Cloud', 'AWS', 'Cloud computing', 'Computation', 'Senior', 'Kubernetes', 'Docker']",Docker
3694,Sr. Devops & Cloud Engineer,,4-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['DevOps', 'Docker', 'Management', 'Jenkins', 'Incident', 'Kubernetes', 'Incident management', 'Senior']",Docker
3695,DevOps Engineer - Jenkins/Docker/AWS - 3 To 8 years,https://www.naukri.com/job-listings-devops-engineer-jenkins-docker-aws-3-to-8-years-crescendo-global-leadership-hiring-india-gurgaon-gurugram-haryana-chennai-tamil-nadu-mumbai-all-areas-3-to-8-years-030623003505,3-5 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Windows OS', 'Monitoring Tools', 'Docker', 'AWS', 'Kubernetes', 'Analytics', 'Operations', 'ICT']",Docker
3696,"DevOps Engineer :Linux, Networking, Docker, Kubernetes, AWS/Azure, Git",https://www.naukri.com/job-listings-devops-engineer-linux-networking-docker-kubernetes-aws-azure-git-dev-solutions-mumbai-5-to-10-years-210922009874,3-6 Yrs,Not disclosed,['Chennai'],"['Configuration Management', 'Jenkins', 'DevOps', 'CI Cd Pipeline', 'Management', 'Kubernetes', 'Automation', 'IT Automation']",Docker
3697,Senior DevOps/Cloud Engineer - Kubernetes/Docker,https://www.naukri.com/job-listings-senior-devops-cloud-engineer-kubernetes-docker-hyrezy-talent-solution-bangalore-bengaluru-3-to-6-years-050623903952,4-8 Yrs,Not disclosed,"['Noida', 'Gurgaon/Gurugram']","['TFS', 'GitHub', 'Azure DevOps', 'Docker', 'Devops', 'Cd Tools', 'Microsoft Azure', 'Continuous Integration']",Docker
3698,Senior Cloud/DevOps Engineer - Docker/Kubernetes,https://www.naukri.com/job-listings-senior-cloud-devops-engineer-docker-kubernetes-hyrezy-talent-solution-bangalore-bengaluru-4-to-7-years-050623903951,6-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Terraform', 'Splunk', 'OSI', 'AWS', 'IP', 'IT security', 'Agile', 'Networking']",Docker
3699,Senior DevOps Engineer - Docker/Jenkins,https://www.naukri.com/job-listings-senior-devops-engineer-docker-jenkins-sourcetal-hiretech-bangalore-bengaluru-4-to-8-years-240523907630,2-5 Yrs,Not disclosed,['Bengaluru'],"['automation', 'docker', 'kubernetes', 'docker container', 'deployment', 'cloud', 'devops']",Docker
3700,Deployment Engineer - Docker/Kubernetes,https://www.naukri.com/job-listings-deployment-engineer-docker-kubernetes-career-infosystem-hyderabad-secunderabad-3-to-5-years-230223908194,7-12 Yrs,Not disclosed,"['Mumbai', 'Hyderabad/Secunderabad', 'Gurgaon/Gurugram', 'Bangalore/Bengaluru']","['Azure', 'Continuous Integration', 'Continuous Integration', 'Azure Devops', 'Troubleshooting', 'CI Cd Pipeline', 'Architecture', 'Pipeline']",Docker
3701,DevOps Developer - Docker/Kubernetes/CI/CD Pipeline,https://www.naukri.com/job-listings-devops-developer-docker-kubernetes-ci-cd-pipeline-career-infosystem-chennai-3-to-6-years-230223908816,5-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Python', 'Devops', 'Application', 'CI/Cd', 'Networking', 'Application Gateway', 'Infrastructure', 'Continuous Integration']",Docker
3702,Lead/Manager DevOps Engineer - Docker/Kubernetes,https://www.naukri.com/job-listings-lead-manager-devops-engineer-docker-kubernetes-axtria-india-pvt-ltd-noida-gurgaon-gurugram-4-to-8-years-240523908602,4-10 Yrs,Not disclosed,['New Delhi'],"['DNS', 'Machine learning', 'Devops', 'Orchestration', 'Process', 'Automation', 'Monitoring', 'Process automation']",Docker
3703,"DevOps Engineer - Terraform, AWS, Docker",https://www.naukri.com/job-listings-devops-engineer-terraform-aws-docker-anicalls-bangalore-bengaluru-6-to-8-years-310322503610,1-4 Yrs,Not disclosed,['Chandigarh'],"['DevOps', 'Groovy', 'Kubernetes', 'Cd', 'Docker', 'Openshift', 'GIT', 'Java']",Docker
3704,DevOps Engineer Docker Kubernetes,https://www.naukri.com/job-listings-devops-engineer-docker-kubernetes-appzoy-bengaluru-bangalore-2-to-5-years-100719501529,4-8 Yrs,Not disclosed,['Kolkata'],"['devops', 'management', 'programming', 'engineering', 'product engineering', 'software services', 'sap', 'scrum']",Docker
3705,Azure DevOps Engineer - Docker/Kubernetes,https://www.naukri.com/job-listings-azure-devops-engineer-docker-kubernetes-okda-solutions-mumbai-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-7-to-12-years-160423900892,2-5 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['devops', 'kubernetes', 'docker', 'ansible', 'DevOps Engineer - Docker/Ansible/Kubernetes']",Docker
3706,Azure DevOps Engineer - Docker/Kubernetes,https://www.naukri.com/job-listings-azure-devops-engineer-docker-kubernetes-okda-solutions-bangalore-bengaluru-5-to-6-years-160423900868,2-5 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['docker', 'kubernetes', 'devops', 'ansible', 'DevOps Engineer - Docker/Ansible/Kubernetes']",Docker
3707,Mysql Database Administrator,https://www.naukri.com/job-listings-mysql-database-administrator-burgeon-it-services-bangalore-bengaluru-8-to-10-years-210123003832,8-10 Yrs,11-21 Lacs PA,['Bangalore/Bengaluru'],"['backup', 'configuring', 'MySQL', 'MySQL Database', 'Upgrade', 'SQL database', 'DBMS', 'MySQL database administration']",MYSQL
3708,Hiring For Senior. MySQL DBA at Mumbai-Sakinaka/WFO,https://www.naukri.com/job-listings-hiring-for-senior-mysql-dba-at-mumbai-sakinaka-wfo-loylty-rewardz-management-mumbai-4-to-9-years-150623005345,4-9 Yrs,Not disclosed,['Mumbai(Sakinaka)'],"['MySQL Database Administration', 'Wfo', 'Hiring', 'Database administration', 'DBMS', 'SQL Server', 'Senior', 'MySQL Database']",MYSQL
3709,Principal Consultant - Oracle/Mysql/Mssql DBA,https://www.naukri.com/job-listings-principal-consultant-oracle-mysql-mssql-dba-genpact-hyderabad-secunderabad-4-to-9-years-180623001199,4-9 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['unix commands', 'oracle rac', 'mysql database', 'troubleshooting', 'database monitoring', 'Consulting', 'SQL database', 'DBMS']",MYSQL
3710,MySQL Database Administrator,,3-8 Yrs,Not disclosed,['Mumbai(Bandra Kurla Complex)'],"['MySQL Database Administration', 'Backup', 'Management', 'Performance tuning', 'Database Tuning', 'Database Optimization', 'Optimization', 'DBMS']",MYSQL
3711,MySQL Database Administrator,,1-6 Yrs,Not disclosed,['Pune'],"['PHP', 'Linux', 'MVC', 'Javascript', 'API', 'PHP Development', 'Rest', 'MySQL']",MYSQL
3712,MySQL Database Administrator,,2-5 Yrs,Not disclosed,"['Pune', 'Maharashtra']","['MySQL', 'MySQL Database Administration', 'Administration', 'MySQL Database', 'DBMS', 'SQL database', 'Cloud', 'Database administration']",MYSQL
3713,MySQL Database Administrator,,3-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['XSLT', 'Ajax', 'XML', 'Agile', 'PHP', 'HTML', 'Coding', 'Cd']",MYSQL
3714,Hiring - MySql DBA @ BKC Mumbai,https://www.naukri.com/job-listings-hiring-mysql-dba-bkc-mumbai-nseit-mumbai-3-to-8-years-180523007956,4-9 Yrs,Not disclosed,"['Chandigarh', 'Chandigarh']","['MySQL Database Administration', 'Optimization', 'MySQL Database', 'Query', 'SQL Servers', 'SQL', 'SQL database', 'DBMS']",MYSQL
3715,PHP Developer - MySQL/Javascript,https://www.naukri.com/job-listings-php-developer-mysql-javascript-plus91-technologies-pvt-ltd-pune-1-to-6-years-220623908111,3-6 Yrs,7-8 Lacs PA,['India'],"['Oracle DBA', 'Performance', 'Database administration', 'Backup', 'Migration', 'SQL Server', 'MySQL database administration', 'Clustering']",MYSQL
3716,Cloud Mysql Database Administrator,https://www.naukri.com/job-listings-cloud-mysql-database-administrator-bajaj-finserv-pune-maharashtra-2-to-5-years-140623010203,2-7 Yrs,Not disclosed,['Erode'],"['System', 'MySQL database administration', 'System administration', 'DBMS', 'Database administration', 'French', 'GIT', 'Administration']",MYSQL
3717,PHP/Symfony Developer MySQL/CI/CD,https://www.naukri.com/job-listings-php-symfony-developer-mysql-ci-cd-vibrant-info-bangalore-bengaluru-3-to-8-years-140623501040,4-9 Yrs,Not disclosed,['Chandigarh'],"['Database Administration', 'Development', 'Architecture', 'Database Development', 'SQL', 'DBMS', 'MySQL', 'Administration']",MYSQL
3718,Mysql Database Administrator,https://www.naukri.com/job-listings-mysql-database-administrator-finxera-chandigarh-chandigarh-4-to-9-years-210623007107,5-10 Yrs,Not disclosed,"['Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Bangalore/Bengaluru']","['CSS', 'Magento', 'MySQL', 'Cs', 'Development', 'Microservices Development', 'HTML', 'PHP']",MYSQL
3719,Excellent Job opportunity For MySQL DBA For Leading Company.,https://www.naukri.com/job-listings-excellent-opportunity-for-mysql-dba-for-leading-company-digifocal-it-solutions-private-limited-india-3-to-6-years-200623009382,6-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['MySQL', 'DBMS', 'Scripting', 'Performance', 'Data', 'Database administration', 'Redis', 'Data warehousing']",MYSQL
3720,MySQL Database Administrator,https://www.naukri.com/job-listings-mysql-database-administrator-carifer-technologies-private-limited-erode-2-to-7-years-170623501143,6-11 Yrs,Not disclosed,['Hybrid - Hyderabad/Secunderabad'],"['performance tuning', 'MySQL', 'SQL Server', 'SQL Coding', 'MySQL Database Administration', 'Query', 'SQL Server development', 'Query Optimization']",MYSQL
3721,Database Administrator - MySQL,https://www.naukri.com/job-listings-database-administrator-mysql-finxera-chandigarh-4-to-9-years-200623906992,3-8 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Database administration', 'Management', 'Monitoring', 'MySQL database administration', 'Administration', 'Open', 'MySQL Database', 'Microsoft Windows']",MYSQL
3722,Magento Developer - Php/mysql,https://www.naukri.com/job-listings-magento-developer-php-mysql-career-infosystem-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-10-years-230223910057,2-3 Yrs,4-7 Lacs PA,['Pune'],"['Mysql Database', 'mysql', 'Database Development', 'Database design', 'Administration', 'Web application', 'Serv', 'MySQL Administration']",MYSQL
3723,Lead Database Engineer - MySQL/MongoDB/AWS,https://www.naukri.com/job-listings-lead-database-engineer-mysql-mongodb-aws-imindyourbusiness-bangalore-bengaluru-6-to-8-years-220623903855,5-10 Yrs,Not disclosed,['Chandigarh'],"['Core PHP', 'PHP Development', 'Mariadb', 'Serv', 'MySQL', 'Javascript', 'Framework', 'Server']",MYSQL
3724,Mysql Database Administrator,https://www.naukri.com/job-listings-mysql-database-administrator-valuelabs-hyderabad-secunderabad-6-to-11-years-130623006870,0-2 Yrs,Not disclosed,"['Hybrid - Pune', 'Maharashtra(Kothrud)']","['Php Web Development', 'Postgresql', 'logic', 'MySQL Database', 'HTML', 'Postgis', 'Drupal', 'Software']",MYSQL
3725,MYSQL Database Administrator,https://www.naukri.com/job-listings-mysql-database-administrator-enrich-it-services-pvt-ltd-hyderabad-secunderabad-3-to-8-years-120623501138,4-9 Yrs,Not disclosed,['Chandigarh'],"['Database administration', 'SQL', 'DBMS', 'JIRA', 'MySQL', 'Administration', 'Db', 'DBA']",MYSQL
3726,Mysql Developer/Administrator,https://www.naukri.com/job-listings-mysql-developer-administrator-plus91-pune-2-to-3-years-100523005107,10-12 Yrs,Not disclosed,['Remote'],"['Computer', 'SQL database', 'Automation', 'MySQL', 'SQL', 'Sm', 'Operational excellence', 'Administration']",MYSQL
3727,Sr . Network Security Engineer,https://www.naukri.com/job-listings-sr-network-security-engineer-mantras2success-consultants-bangalore-bengaluru-0-to-7-years-230623500249,0-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['WiFi', 'SR', 'Networking', 'Cisco', 'Network administration', 'Administration', 'Software services', 'Security']",Network Security
3728,Network & Security Engineer,https://www.naukri.com/job-listings-network-security-engineer-capgemini-technology-services-india-limited-hyderabad-secunderabad-4-to-8-years-220623906860,4-8 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Ansible network', 'Python', 'EIGRP', 'Static', 'Switching', 'Automation', 'Bgp', 'Static routing']",Network Security
3729,Network Security Engineer,https://www.naukri.com/job-listings-network-security-engineer-raksha-technologies-private-limited-chennai-bangalore-bengaluru-0-to-2-years-210623003954,0-2 Yrs,Not disclosed,"['Chennai', 'Bangalore/Bengaluru']","['Fortigate', 'SSL VPN', 'IPS', 'Firewall', 'Url Filtering', 'Antivirus', 'Checkpoint', 'Dynamic Routing']",Network Security
3730,Sr. Network Security Engineer,,4-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['LAN', 'Network security', 'Troubleshooting', 'MPLS', 'OSPF', 'TCP', 'Networking', 'Operations']",Network Security
3731,Sr. Network Security Engineer,,4-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['DNS', 'CCNA', 'Troubleshooting', 'Python', 'WAN', 'Wireless', 'Network security', 'Networking']",Network Security
3732,Sr. Network Security Engineer,,2-4 Yrs,Not disclosed,['New Delhi'],"['SMB', 'CRM', 'Remote', 'ISO', 'Network security', 'Security', 'Data Security', 'Senior']",Network Security
3733,Sr. Network Security Engineer,,4-9 Yrs,Not disclosed,"['Bangalore/ Bengaluru', 'Karnataka']","['network security', 'WAN', 'Routing And Switching', 'LAN', 'CCNA', 'Security', 'Routing', 'WiFi']",Network Security
3734,Sr. Network Security Engineer,,4-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Ansible network', 'Python', 'EIGRP', 'Static', 'Routing', 'Networking', 'CCNA', 'Wireless']",Network Security
3735,Network Security Operations Engineer,https://www.naukri.com/job-listings-network-security-operations-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-4-to-6-years-190623904083,5-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Fortigate Firewall', 'Checkpoint Firewall', 'Firewall', 'Management', 'Patch management', 'Senior', 'Network security', 'Networking']",Network Security
3736,Network Security Engineer,https://www.naukri.com/job-listings-network-security-engineer-capgemini-technology-services-india-limited-bangalore-bengaluru-4-to-6-years-120423906817,2-7 Yrs,Not disclosed,['Lucknow'],"['Router Configuration', 'Switch Configuration', 'Firewall Configuration', 'Cyberoam', 'Router', 'Configuration', 'Network security', 'Security']",Network Security
3737,Senior Network Security Engineer,https://www.naukri.com/job-listings-senior-network-security-engineer-secure-network-solutions-india-new-delhi-2-to-4-years-230623501703,6-11 Yrs,8-15 Lacs PA,['Mumbai (All Areas)'],"['network security', 'Palo Alto Firewall', 'Sdwan', 'Security', 'Fortigate firewall', 'Fortigate', 'L3', 'Cisco']",Network Security
3738,Network Security Engineer,https://www.naukri.com/job-listings-network-security-engineer-teamlease-digital-bangalore-bengaluru-karnataka-4-to-9-years-190623005161,5-8 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Asa', 'Automation', 'Simulation', 'Healthcare', 'Network engineering', 'Senior', 'Network Services', 'Network security']",Network Security
3739,Network and Security Engineer,https://www.naukri.com/job-listings-network-and-security-engineer-capgemini-technology-services-india-limited-bangalore-bengaluru-4-to-7-years-220623906863,3-5 Yrs,Not disclosed,['Navi Mumbai'],"['VLAN', 'Security', 'DCA', 'WebInspect', 'OWASP', 'SCR', 'Network security', 'Networking']",Network Security
3740,Senior Network Security Engineer- FortiGate and Redware,https://www.naukri.com/job-listings-senior-network-security-engineer-fortigate-and-redware-orange-business-services-bangalore-bengaluru-5-to-8-years-170223010892,3-6 Yrs,Not disclosed,"['Mumbai', 'Navi Mumbai']","['Network Security', 'Security', 'DCA', 'Web Application Firewall', 'SCR', 'Firewall', 'Network engineering', 'OEM']",Network Security
3741,Network Security Engineer,https://www.naukri.com/job-listings-network-security-engineer-era-university-lucknow-2-to-7-years-250323004891,5-10 Yrs,Not disclosed,"['Bangalore/Bengaluru', 'Bangalore North']","['Hiring', 'Security', 'Network security', 'Security implementation', 'Networking', 'Network security implementation']",Network Security
3742,Network Security Engineer L2 / L3,https://www.naukri.com/job-listings-network-security-engineer-l2-l3-syndrome-technologies-mumbai-all-areas-6-to-11-years-220623005206,6-10 Yrs,Not disclosed,"['Mumbai', 'Hyderabad/Secunderabad']","['Network Security', 'CCNA', 'CCNP', 'Network engineering', 'Router', 'Security Engineering', 'Dams', 'Cisco routers']",Network Security
3743,Senior Network Security Engineer,https://www.naukri.com/job-listings-senior-network-security-engineer-hitachi-ltd-hyderabad-secunderabad-5-to-8-years-140623500120,5-8 Yrs,10-20 Lacs PA,['Bangalore/Bengaluru'],"['Network Security', 'Security', 'AWS Security', 'WAN', 'Cloud Security', 'DNS', 'LAN', 'Firewall']",Network Security
3744,Network Security Engineer - VLAN/OWASP,https://www.naukri.com/job-listings-network-security-engineer-vlan-owasp-serving-skill-navi-mumbai-3-to-5-years-220623906392,3-6 Yrs,7-10 Lacs PA,"['Gurgaon/Gurugram', 'Bangalore/Bengaluru']","['network security', 'firewall', 'Python', 'Linux Unix', 'Inventory', 'Routing', 'Network engineering', 'OSI']",Network Security
3745,Network Security Engineer - WAF / Firewall,https://www.naukri.com/job-listings-network-security-engineer-waf-firewall-serving-skill-mumbai-navi-mumbai-3-to-6-years-220623904088,3-5 Yrs,Not disclosed,"['Delhi / NCR', 'Bangalore/Bengaluru']","[' Switching', 'LAN', 'DNS', 'LAN Switching', 'Load', 'Network Load Balancing', 'IP', 'Bgp']",Network Security
3746,Hiring Network Security Implementation Engineer,https://www.naukri.com/job-listings-hiring-network-security-implementation-engineer-2coms-bangalore-bengaluru-bangalore-north-5-to-10-years-150623907486,3-5 Yrs,Not disclosed,"['Kolkata', 'Mumbai', 'Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Ahmedabad', 'Delhi / NCR', 'Bangalore/Bengaluru']","['IPAM', 'Load', 'CCNP', 'DNS', 'DHCP', 'Network Load Balancing', 'Networking', 'Security']",Network Security
3747,Project Manager - FMS & Digital,https://www.naukri.com/job-listings-project-manager-fms-digital-tata-motors-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-8-to-10-years-200623500373,8-10 Yrs,Not disclosed,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Bangalore/Bengaluru']","['FMS', 'SAP', 'Project management', 'Digital', 'Analytical', 'Analytics', 'Oracle', 'Agile']",Project management
3748,Technical Project Manager - Oracle ERP Implementation,https://www.naukri.com/job-listings-technical-project-manager-oracle-erp-implementation-oracle-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-15-to-24-years-190623002360,15-24 Yrs,Not disclosed,"['Kolkata', 'Hyderabad/Secunderabad', 'Pune', 'Ahmedabad', 'Chennai', 'Bangalore/Bengaluru', 'Delhi / NCR', 'Mumbai (All Areas)']","['Technical Project Manager', 'ERP Implementation', 'Oracle ERP', 'Technical', 'ERP', 'Oracle', 'Management', 'Oracle SCM Implementations']",Project management
3749,Senior Program Manager,https://www.naukri.com/job-listings-senior-program-manager-baker-hughes-the-network-mumbai-hyderabad-secunderabad-pune-bangalore-bengaluru-6-to-11-years-170623500379,6-11 Yrs,Not disclosed,"['Mumbai', 'Hyderabad/Secunderabad', 'Pune', 'Bangalore/Bengaluru']","['Management', 'Senior', 'Technology', 'Monitoring', 'Program', 'Cost planning', 'PMP', 'Project finance']",Project management
3750,IT Infra Project Manager,,8-10 Yrs,Not disclosed,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Bangalore/Bengaluru']","['SAP', 'Management', 'Analytical', 'Senior management', 'Agile', 'Program', 'SCM', 'Oracle']",Project management
3751,Test Manager Project Manager,,5-10 Yrs,Not disclosed,"['Hybrid - Noida', 'Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Bangalore/Bengaluru']","['Oracle Clinical', 'Powershell', 'Oracle RDBMS', 'Scripting', 'Unix', 'Administration', 'Clinical Administration', 'Unix shell scripting']",Project management
3752,Digital Transformation Manager,,9-14 Yrs,Not disclosed,"['Hybrid - Noida', 'Uttar Pradesh', 'Gurgaon/ Gurugram', 'Haryana', 'Bangalore/Bengaluru', 'Delhi / NCR', 'Mumbai (All Areas)']","['field service operations', 'Field Service', 'Project / Program Management', 'Field', 'Service operations', 'Program management', 'Operations', 'Analytics']",Project management
3753,Head Delivery,,6-10 Yrs,Not disclosed,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad/Secunderabad', 'Pune', 'Chennai', 'Bangalore/Bengaluru']","['PCI DSS', 'Cyber', 'Penetration', 'ISO', 'Security', 'Service delivery', 'Conflict resolution', 'DSS']",Project management
3754,Scrum Master Specialist,,5-10 Yrs,Not disclosed,"['Mumbai', 'Bangalore/Bengaluru']","['Development', 'Project execution', 'Technology', 'Technical', 'Solution design', 'Design development', 'Design', 'Data']",Project management
3755,Senior Manager - Program ERP Manager,https://www.naukri.com/job-listings-senior-manager-program-erp-manager-tata-motors-limted-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-8-to-10-years-150623500040,4-9 Yrs,Not disclosed,"['Mumbai', 'Hyderabad/Secunderabad', 'Bangalore/Bengaluru']","['Subject', 'Process quality', 'Data Visualization', 'Operations', 'French', 'Transformation', 'Talent management', 'Quality']",Project management
3756,HCLTech | Oracle Clinical Administration,https://www.naukri.com/job-listings-hcltech-oracle-clinical-administration-hcltech-noida-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-10-years-240623005759,0-5 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['MS Visio', 'MS project', 'MS Office', 'Senior', 'Consulting', 'Process management', 'Change', 'Project management']",Project management
3757,Project & Prog Mgmt Managing Consultant,https://www.naukri.com/job-listings-project-prog-mgmt-managing-consultant-ntt-data-business-solutions-private-limited-noida-uttar-pradesh-gurgaon-gurugram-haryana-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-9-to-14-years-230623006007,11-15 Yrs,Not disclosed,"['Noida', 'Uttar Pradesh', 'Pune', 'Maharashtra', 'Bangalore Rural', 'Karnataka', 'Gurgaon/ Gurugram', 'Haryana', 'Mumbai (All Areas)']","['project management', 'azure data factory', 'Management', 'Azure Synapse', 'Data', 'Azure Databricks', 'Microsoft Azure', 'Factory']",Project management
3758,SDM/ASDM - Cyber Security Services,https://www.naukri.com/job-listings-sdm-asdm-cyber-security-services-nst-cyber-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-6-to-10-years-210623500525,3-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Improvement', 'Continuous improvement', 'Management', 'Automation', 'Python', 'Project management', 'Networking', 'Power Bi']",Project management
3759,Staff Technical Project Manager,https://www.naukri.com/job-listings-staff-technical-project-manager-baker-hughes-the-network-mumbai-bangalore-bengaluru-5-to-10-years-170623500386,10-15 Yrs,Not disclosed,"['Chennai', 'Tamil Nadu', 'Bangalore/ Bengaluru', 'Karnataka']","['project management', 'Execution', 'Project', 'Planning', 'Project planning', 'Management']",Project management
3760,Manager- Workforce Transformation,https://www.naukri.com/job-listings-manager-workforce-transformation-pricewaterhouse-coopers-private-limited-mumbai-hyderabad-secunderabad-bangalore-bengaluru-4-to-9-years-140623500267,8-13 Yrs,Not disclosed,"['Ahmedabad', 'Gujarat', 'Bangalore/ Bengaluru', 'Karnataka', 'Delhi / NCR']","['Project Management', 'Management', 'Operations', 'Orchard', 'General', 'Apple', 'Agro', 'Infrastructure']",Project management
3761,Senior Consultant - Project Services,https://www.naukri.com/job-listings-senior-consultant-project-services-siemens-limited-bangalore-bengaluru-0-to-5-years-170623500189,4-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Project Management', 'Performance management', 'Management', 'Fix', 'Project migration', 'Project planning', 'Project', 'Software testing']",Project management
3762,Project Manager- Azure,https://www.naukri.com/job-listings-project-manager-azure-infogain-noida-uttar-pradesh-pune-maharashtra-bangalore-rural-karnataka-gurgaon-gurugram-haryana-mumbai-all-areas-11-to-15-years-200623006807,12-16 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['PMP', 'Performance management', 'Project management', 'Consulting', 'Business strategy', 'Management', 'SAP', 'Business services']",Project management
3763,Project Coordinator,https://www.naukri.com/job-listings-project-coordinator-caterpillar-india-private-ltd-bangalore-bengaluru-3-to-6-years-240623500843,15-18 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Project Management', 'Budget management', 'IT project management', 'Senior management', 'Change management', 'Senior', 'Planning', 'Change']",Project management
